word,SINGLE_STRATEGY,WEIGHTED_SINGLE,DOUBLE_STRATEGY,WEIGHTED_DOUBLE,TRIPLE_STRATEGY,WEIGHTED_TRIPLE
banns,8,7,7,6,4,4
bantu,8,8,7,6,4,4
banty,8,8,6,5,4,4
banya,9,9,9,8,5,5
barad,10,6,7,6,7,7
barbe,8,7,8,8,7,7
bardo,10,9,8,6,7,7
bardy,11,10,10,9,7,7
barer,6,13,3,9,6,6
barff,11,12,11,10,9,9
barge,9,7,7,7,5,5
bargh,10,10,9,8,4,4
baria,5,7,5,8,4,4
baric,8,7,5,5,5,5
barid,9,9,8,7,7,7
barie,5,4,6,5,6,6
baris,6,5,4,3,6,6
barit,8,8,8,6,4,4
barky,12,9,12,7,8,8
barmy,11,8,8,6,5,5
barny,7,6,6,4,4,4
baroi,5,3,6,5,6,6
baron,6,5,5,4,3,3
barra,5,15,3,11,10,10
barry,8,10,7,11,8,8
barry,8,10,7,11,8,8
barse,7,5,6,5,6,6
barth,12,10,7,6,4,4
barye,7,6,9,9,6,6
basal,8,8,8,7,5,5
based,6,7,5,5,8,8
bases,5,7,5,5,7,7
basic,8,7,6,5,6,6
basil,5,5,4,3,4,4
basil,5,5,4,3,4,4
basin,6,4,5,4,5,5
basis,5,8,7,6,7,7
bason,7,6,6,5,6,6
basos,5,6,6,5,8,8
bassa,6,9,7,7,6,6
basso,7,6,7,6,5,5
basta,5,7,5,6,5,5
baste,10,6,7,5,4,4
basto,7,5,6,5,4,4
batad,10,8,7,6,9,9
batak,11,9,8,7,8,8
batan,7,8,5,6,6,6
batch,13,6,10,7,4,4
batea,3,9,3,7,5,5
bated,7,8,6,5,5,5
batel,8,6,5,4,4,4
bater,11,10,9,7,3,3
bathe,8,7,8,7,4,4
batik,8,8,7,6,8,8
batis,7,5,5,4,7,7
baton,6,5,6,5,4,4
batta,8,8,6,8,6,6
batta,8,8,6,8,6,6
batty,13,7,10,9,5,5
batwa,5,8,6,8,6,6
baubo,10,9,10,10,8,8
bauch,10,11,9,7,8,8
baume,11,7,8,7,6,6
bauno,7,6,8,7,6,6
baure,5,4,5,5,6,6
bauta,7,8,7,7,8,8
bavin,8,7,7,6,6,6
bawra,8,10,9,10,8,8
bayal,10,10,11,8,6,6
bayed,10,10,12,9,10,10
bayok,11,10,10,9,7,7
bayou,10,9,9,8,6,6
bazoo,10,11,12,13,9,9
beach,8,8,8,7,5,5
beady,8,7,9,8,6,6
beaky,10,10,10,9,7,7
beala,4,6,3,6,6,6
beamy,9,9,8,7,5,5
beano,5,4,5,3,5,5
beant,7,7,5,3,6,6
beany,7,7,6,4,6,6
beard,8,8,7,6,5,5
bearm,6,9,4,7,5,5
beast,6,4,6,3,4,4
beata,3,9,5,5,5,5
beata,3,9,5,5,5,5
beath,8,7,8,6,4,4
beaut,7,7,8,6,7,7
beaux,7,9,10,9,8,8
bebar,11,12,6,6,5,5
bebat,9,9,7,8,6,6
bebay,13,11,9,9,8,8
bebed,8,8,6,7,10,10
bebog,11,9,9,9,6,6
bebop,9,9,10,9,9,9
becap,9,8,7,6,7,7
becky,11,10,9,8,8,8
becry,8,8,8,8,7,7
becut,7,6,7,7,9,9
bedad,9,8,7,7,9,9
beday,9,8,7,6,8,8
bedel,8,8,5,5,8,8
beden,7,8,5,5,8,8
bedew,7,9,6,7,7,7
bedim,9,6,7,7,6,6
bedin,8,6,5,4,7,7
bedip,12,8,8,8,8,8
bedog,9,7,8,8,5,5
bedot,7,6,7,4,7,7
bedub,12,8,9,10,9,9
bedur,7,5,7,6,5,5
bedye,10,10,8,6,6,6
beech,8,9,6,7,6,6
beefy,9,14,8,7,9,9
beery,5,10,5,5,6,6
beest,5,5,5,5,6,6
beeth,7,8,5,8,5,5
beety,6,10,5,8,6,6
beeve,8,13,5,8,7,7
befan,8,6,8,6,10,10
befit,6,6,6,6,7,7
befog,12,8,10,10,7,7
befop,10,8,11,10,10,10
begad,11,7,8,6,7,7
begar,12,11,7,5,5,5
begat,10,8,9,7,6,6
begay,12,10,10,8,8,8
begem,9,11,8,9,5,5
beget,8,9,6,7,5,5
begin,9,8,7,6,6,6
begob,12,8,9,9,8,8
begum,11,9,8,9,4,4
begun,9,8,5,6,5,5
begut,8,7,9,8,6,6
behap,11,9,8,7,7,7
behen,9,12,7,7,8,8
beice,6,10,7,5,11,11
beige,7,8,8,6,6,6
being,7,6,7,5,5,5
beira,5,3,6,3,5,5
beisa,5,2,6,4,6,6
bejan,9,7,9,7,11,11
bejel,11,14,9,8,11,11
bejig,11,11,11,9,5,5
bekah,11,9,10,9,12,12
bekko,10,6,9,10,10,10
belah,9,8,7,6,6,6
belam,9,6,5,4,5,5
belar,5,5,4,3,3,3
belay,7,7,6,5,5,5
belch,8,7,6,4,5,5
belee,6,9,5,5,6,6
belga,7,6,6,5,5,5
belie,4,7,6,5,6,6
belis,5,5,5,3,4,4
bella,8,7,5,4,5,5
belle,7,10,5,8,7,7
belly,9,8,6,9,5,5
below,8,7,8,6,7,7
belve,8,8,7,8,7,7
bemad,9,7,6,5,7,7
beman,7,6,6,5,6,6
bemar,10,10,6,4,6,6
bemat,7,6,6,5,6,6
bemba,11,10,8,5,5,5
bemix,10,11,8,7,6,6
bemud,9,7,9,9,7,7
benab,9,7,7,7,10,10
bench,11,8,7,6,8,8
benda,11,7,8,4,5,5
bendy,8,6,7,7,7,7
benet,7,8,5,4,8,8
benin,6,9,4,7,8,8
benjy,10,10,9,8,8,8
benjy,10,10,9,8,8,8
benne,6,10,6,5,8,8
benny,8,11,8,6,9,9
benny,8,11,8,6,9,9
bensh,7,6,5,5,9,9
benty,8,7,7,7,8,8
benzo,8,5,11,8,7,7
beode,9,9,9,7,10,10
bepat,8,7,8,6,7,7
bepaw,14,9,8,7,8,8
bepen,10,13,8,6,9,9
bepun,8,8,6,7,9,9
berat,8,7,5,4,7,7
beray,7,6,6,5,7,7
beret,6,6,5,5,6,6
bergy,10,9,10,8,5,5
berne,7,7,8,4,5,5
beroe,6,5,7,5,11,11
berri,3,4,3,4,5,5
berry,8,10,6,6,8,8
berth,8,7,7,5,6,6
beryl,7,7,5,4,6,6
beryx,10,9,10,7,9,9
besan,5,5,3,2,7,7
besee,5,9,5,7,10,10
beset,5,6,4,5,7,7
besin,6,4,4,3,6,6
besit,5,5,5,4,5,5
besom,7,6,5,5,6,6
besot,7,5,6,4,7,7
bespy,8,6,8,5,8,8
besra,3,3,4,3,4,4
bessi,5,3,4,3,4,4
bessy,8,6,8,6,7,7
betag,9,7,6,5,4,4
betel,6,8,5,4,5,5
betis,6,6,6,5,6,6
betso,6,3,7,5,6,6
betsy,7,4,8,6,5,5
betta,4,5,8,5,6,6
betty,11,10,8,8,8,8
betty,11,10,8,8,8,8
bevel,9,12,7,6,9,9
bever,11,7,7,10,9,9
bevue,11,9,10,9,13,13
bewet,9,10,7,8,9,9
bewig,10,10,10,8,4,4
bezel,10,13,8,7,10,10
bezzi,9,8,8,6,9,9
bezzo,10,6,10,11,10,10
bhaga,6,11,9,8,4,4
bhalu,9,8,8,6,7,7
bhang,10,10,7,6,6,6
bhara,8,11,3,5,3,3
bhava,7,12,10,9,7,7
bhili,8,8,7,6,6,6
bhima,6,5,6,6,6,6
biabo,7,8,8,8,6,6
bibio,7,8,10,9,9,9
bible,10,8,10,10,6,6
bichy,12,9,7,8,8,8
bidar,6,5,5,8,6,6
biddy,12,11,10,9,9,9
biddy,12,11,10,9,9,9
bider,8,10,8,8,6,6
bidet,6,7,5,6,6,6
bidri,5,7,4,6,5,5
bield,9,8,7,6,7,7
bifer,14,12,13,12,7,7
bifid,9,12,10,11,12,12
bigha,9,11,8,6,7,7
bight,12,10,14,11,11,11
bigot,8,8,10,8,5,5
bihai,5,7,7,8,5,5
biham,11,10,9,5,5,5
bijou,11,10,9,10,10,10
bikol,8,8,7,6,9,9
bilbo,7,8,7,5,10,10
bilby,11,12,11,10,10,10
bilch,8,11,8,6,7,7
bilge,8,7,7,6,5,5
bilgy,11,8,10,9,6,6
bilic,7,9,5,6,7,7
bilin,7,8,6,5,9,9
bilio,5,8,6,6,7,7
billa,9,10,8,6,8,8
billy,9,11,9,9,8,8
billy,9,11,9,9,8,8
bilsh,7,4,5,6,7,7
binal,8,8,5,4,8,8
binge,13,10,10,10,9,9
bingo,9,10,9,8,5,5
bingy,12,11,11,10,7,7
binna,7,10,6,8,6,6
biome,9,6,9,9,7,7
biose,7,5,8,6,6,6
biota,6,8,8,8,8,8
biota,6,8,8,8,8,8
biped,9,8,7,5,6,6
bipod,9,9,7,8,9,9
birch,9,8,5,7,6,6
birdy,6,6,8,5,6,6
birle,5,3,6,4,4,4
birma,6,5,5,6,4,4
birny,8,6,6,4,5,5
biron,6,4,5,4,6,6
birse,5,4,6,5,6,6
birsy,6,4,7,6,6,6
birth,10,8,8,5,5,5
bison,5,5,5,4,8,8
bisti,6,5,7,8,5,5
bitch,11,10,11,11,5,5
biter,10,9,9,8,6,6
bitis,7,7,6,7,7,7
bitty,9,10,11,10,6,6
biune,9,6,7,7,9,9
bixin,7,11,8,8,11,11
bizen,10,8,10,10,10,10
bizet,7,8,7,7,7,7
black,8,8,6,9,5,5
blade,6,6,7,5,8,8
blady,8,9,5,6,6,6
blaff,10,11,7,10,7,7
blain,6,6,4,5,4,4
blair,3,4,5,5,5,5
blair,3,4,5,5,5,5
blake,8,8,8,9,7,7
blake,8,8,8,9,7,7
blame,7,7,6,7,4,4
blanc,8,8,6,8,4,4
bland,9,9,4,5,5,5
blank,10,10,7,8,5,5
blare,4,5,4,5,4,4
blart,4,5,5,5,4,4
blase,5,3,5,4,5,5
blash,7,5,5,5,5,5
blast,5,3,4,4,5,5
blate,6,6,5,4,5,5
blaze,9,9,9,10,9,9
blazy,9,10,6,9,7,7
bleak,10,9,7,5,5,5
blear,5,4,4,3,4,4
bleat,7,6,6,6,4,4
bleck,7,7,9,8,5,5
bleed,5,7,5,4,7,7
blend,7,7,5,5,5,5
blent,7,6,5,5,5,5
bless,6,4,6,5,5,5
blest,7,3,5,4,5,5
blibe,8,10,6,9,8,8
blick,8,8,6,7,5,5
blimp,8,6,12,7,6,6
blimy,7,6,11,8,7,7
blind,9,7,8,5,5,5
blink,10,8,9,7,5,5
bliss,6,4,5,5,8,8
blite,6,5,5,5,8,8
blitz,5,6,9,5,10,10
blizz,11,8,13,9,9,9
bloat,8,6,6,5,6,6
block,8,7,6,7,7,7
bloke,9,8,7,7,6,6
blood,7,9,10,8,11,11
bloom,7,11,8,8,6,6
bloop,8,8,7,11,8,8
blore,7,4,7,5,6,6
blout,8,9,8,8,8,8
blown,6,9,6,8,8,8
blowy,10,10,10,11,9,9
bluer,7,6,9,9,8,8
blues,5,5,5,6,5,5
bluet,5,7,7,7,5,5
bluey,7,8,8,7,8,8
bluff,11,10,9,8,7,7
blunk,8,7,8,7,7,7
blunt,6,6,8,6,6,6
blurb,8,7,7,6,10,10
blurt,6,6,6,6,6,6
blush,7,7,5,5,7,7
blype,8,7,6,8,7,7
board,7,7,6,5,6,6
boast,8,6,10,5,6,6
bobac,8,6,9,7,11,11
bobby,11,14,14,13,10,10
bobby,11,14,14,13,10,10
bocal,9,9,8,6,6,6
bocca,9,12,9,7,8,8
bocce,13,8,8,8,8,8
boche,12,7,7,6,7,7
bocoy,8,9,8,9,8,8
boden,9,10,6,7,7,7
boder,12,8,11,7,11,11
bodge,11,9,6,8,5,5
bodhi,8,8,8,7,6,6
bodle,11,8,9,8,9,9
bogan,12,12,10,9,4,4
bogey,11,11,9,10,5,5
boggy,12,14,8,9,5,5
bogie,8,8,7,11,7,7
bogle,12,6,6,6,5,5
bogue,11,7,9,7,6,6
bogum,13,12,8,9,4,4
bogus,12,10,6,8,5,5
bohea,4,7,7,7,6,6
bohor,6,6,5,7,5,5
boiko,7,9,8,9,7,7
boily,8,8,7,8,8,8
boist,7,3,6,6,9,9
bokom,9,11,10,10,9,9
bolag,10,7,6,5,5,5
bolar,8,7,5,4,4,4
boldo,6,9,8,8,8,8
boldu,9,9,7,6,7,7
boled,7,8,5,6,5,5
bolis,6,6,5,5,5,5
bolly,13,9,10,7,10,10
bolti,4,4,5,4,8,8
bolus,6,7,6,6,6,6
bombo,12,8,8,12,6,6
bonbo,8,10,8,10,6,6
bonce,8,6,8,6,6,6
boned,10,8,6,6,5,5
boner,10,9,7,5,6,6
boney,12,10,10,8,9,9
bongo,10,9,7,7,8,8
bongo,10,9,7,7,8,8
bonny,8,12,6,8,8,8
bonny,8,12,6,8,8,8
bonus,8,9,7,7,8,8
bonze,10,8,9,9,6,6
booby,12,14,14,15,13,13
boody,10,12,10,9,10,10
booky,12,12,11,14,8,8
booly,10,10,8,8,8,8
boomy,9,12,13,13,7,7
boone,7,8,7,8,5,5
boonk,9,10,8,8,6,6
boort,6,8,7,5,5,5
boose,10,5,7,7,7,7
boost,9,7,7,7,7,7
boosy,8,9,8,8,8,8
booth,9,11,10,9,7,7
boots,8,9,8,7,6,6
booty,8,10,9,9,8,8
booze,8,11,11,12,9,9
boozy,13,13,15,16,12,12
borak,11,10,7,5,7,7
borak,11,10,7,5,7,7
boral,11,10,9,5,7,7
boran,8,7,6,4,4,4
borax,12,11,8,6,8,8
boree,7,10,5,6,8,8
borer,7,11,4,7,13,13
borgh,10,9,9,7,4,4
boric,11,9,8,5,7,7
boris,7,6,5,4,4,4
borne,7,5,5,4,5,5
boron,8,7,5,5,6,6
borty,8,9,8,9,6,6
bortz,9,9,11,10,7,7
boryl,6,7,6,5,6,6
bosch,9,6,6,5,7,7
boser,9,7,5,5,7,7
bosky,9,8,8,6,7,7
bosom,7,7,6,5,7,7
bossy,10,9,9,7,8,8
bosun,6,5,5,5,7,7
botch,11,10,8,7,8,8
bothy,11,11,8,8,10,10
bouge,10,10,5,8,6,6
bough,14,13,11,8,7,7
boule,9,6,8,7,8,8
bound,12,13,7,8,6,6
bourd,10,9,8,6,7,7
bourg,11,10,7,5,4,4
bourn,9,10,7,7,6,6
bouse,12,5,8,8,10,10
bousy,11,7,8,8,10,10
bouto,8,7,8,8,8,8
bovid,11,9,9,8,8,8
bowed,12,9,10,9,8,8
bowel,12,12,8,8,8,8
bower,13,10,12,10,12,12
bowet,11,10,10,8,8,8
bowie,10,10,10,10,7,7
bowla,10,7,7,7,8,8
bowls,7,6,6,6,7,7
bowly,10,8,8,8,8,8
boxen,10,11,10,8,8,8
boxer,14,11,14,12,15,15
boxer,14,11,14,12,15,15
boxty,10,11,11,10,8,8
boyar,10,10,10,11,7,7
boyce,12,7,9,9,8,8
boyer,11,9,13,11,14,14
boyla,9,6,8,8,9,9
bozal,12,10,12,10,9,9
bozze,14,11,12,13,12,12
braca,5,6,5,5,3,3
brace,6,5,5,5,4,4
brach,8,8,6,5,4,4
brack,6,9,7,7,4,4
bract,8,5,7,7,4,4
bragi,7,5,6,6,4,4
brahm,10,9,7,5,3,3
braid,7,6,7,8,6,6
brail,6,5,6,4,5,5
brain,8,6,6,5,4,4
brake,9,8,9,11,6,6
braky,5,10,7,9,6,6
brand,8,5,6,7,3,3
brank,8,6,7,8,4,4
brant,8,4,6,5,3,3
brash,5,4,5,7,4,4
brass,5,5,5,8,4,4
brava,3,7,4,8,5,5
brave,10,9,8,10,5,5
bravo,8,6,6,7,9,9
brawl,7,7,8,5,7,7
brawn,10,5,5,6,4,4
braws,4,4,4,5,4,4
braxy,13,11,8,10,7,7
braza,6,8,6,9,6,6
braze,11,10,11,13,8,8
bread,8,6,7,6,5,5
break,8,7,9,7,7,7
bream,8,7,8,6,6,6
breba,5,8,6,6,6,6
breck,7,7,8,6,5,5
brede,6,8,6,8,6,6
bredi,5,4,5,6,3,3
breed,8,8,6,5,8,8
breek,9,9,7,6,8,8
breme,7,9,7,10,6,6
brent,6,5,6,5,6,6
brent,6,5,6,5,6,6
breth,6,8,7,5,6,6
brett,6,9,7,6,6,6
brett,6,9,7,6,6,6
breva,6,7,7,7,7,7
breve,8,10,8,11,10,10
brian,6,4,5,5,7,7
briar,5,6,5,6,5,5
bribe,8,7,7,7,7,7
brick,9,6,7,5,8,8
bride,7,6,6,6,6,6
bride,7,6,6,6,6,6
brief,7,6,7,5,6,6
brier,7,7,6,9,7,7
brill,8,7,8,4,7,7
brine,8,6,6,6,6,6
bring,8,7,4,5,4,4
brink,8,8,6,9,5,5
briny,7,6,5,8,6,6
brisk,9,6,9,5,6,6
briss,6,7,8,6,6,6
brith,8,8,7,6,7,7
briza,7,7,7,8,9,9
brizz,10,8,9,10,12,12
broad,7,5,5,7,7,7
broch,9,7,7,5,7,7
brock,10,8,8,6,7,7
broil,5,4,6,4,5,5
broke,9,7,8,9,8,8
broll,7,9,8,5,8,8
broma,5,5,4,7,4,4
brome,9,7,7,8,7,7
bronc,5,6,7,6,4,4
bronk,8,7,8,7,7,7
bronx,9,8,9,9,8,8
brood,8,7,9,9,12,12
brook,10,9,10,10,9,9
brool,8,10,7,5,7,7
broom,9,5,6,8,5,5
broon,6,6,6,8,7,7
brose,5,4,6,5,6,6
brosy,6,5,9,7,8,8
broth,7,5,7,5,7,7
brown,8,7,6,7,7,7
bruce,7,6,7,6,7,7
brugh,8,6,8,7,5,5
bruin,6,7,5,8,8,8
bruit,6,6,6,7,7,7
bruke,10,9,10,11,11,11
brule,7,7,6,5,6,6
brume,9,8,8,9,8,8
bruno,5,5,5,6,6,6
brunt,7,5,6,8,6,6
brush,7,6,8,8,7,7
bruta,6,4,4,5,5,5
brute,7,4,7,6,6,6
bruzz,12,7,9,10,11,11
bryan,7,7,6,7,8,8
bryce,9,7,6,7,8,8
bryum,8,6,8,9,8,8
buaze,9,9,9,8,6,6
bubal,10,10,9,9,10,10
bubby,14,16,13,13,14,14
bucca,11,12,10,7,7,7
bucco,9,7,8,8,9,9
buchu,10,11,7,7,11,11
bucko,10,7,9,7,8,8
bucky,12,11,9,7,7,7
bucky,12,11,9,7,7,7
buddh,10,12,9,8,11,11
buddy,11,14,10,10,11,11
budge,12,10,7,9,6,6
buffy,14,15,14,14,12,12
bugan,12,10,10,7,5,5
buggy,13,11,8,9,6,6
bugle,10,6,7,7,7,7
bugre,8,7,8,5,7,7
build,9,8,9,7,8,8
built,6,7,8,6,8,8
buist,8,4,8,7,11,11
bukat,10,8,8,7,10,10
bulak,12,11,9,8,6,6
bulby,9,10,10,10,10,10
bulge,9,5,8,7,6,6
bulgy,10,8,9,8,6,6
bulky,11,9,8,8,8,8
bulla,10,10,7,6,8,8
bully,9,12,9,9,8,8
bulse,11,4,6,5,6,6
bumbo,10,11,9,9,7,7
bumpy,12,13,9,10,9,9
bunce,8,8,8,7,6,6
bunch,12,12,6,7,6,6
bunda,9,10,8,9,5,5
bundu,9,10,9,10,7,7
bundy,10,9,8,10,5,5
bunga,10,11,7,7,7,7
bungo,9,9,6,6,5,5
bungy,11,10,8,8,5,5
bunko,8,8,7,10,6,6
bunny,9,11,8,8,8,8
bunty,8,10,6,8,6,6
bunya,9,10,9,9,6,6
buran,7,6,6,4,4,4
burao,6,5,5,3,4,4
burel,5,6,5,4,5,5
buret,8,7,6,4,5,5
burgh,9,9,9,9,5,5
burin,7,6,5,5,6,6
burka,8,9,7,9,7,7
burke,7,6,6,6,7,7
burly,11,10,6,4,6,6
burnt,7,7,7,5,6,6
burny,8,7,8,6,6,6
burro,5,7,5,5,6,6
burry,10,9,6,9,7,7
bursa,5,5,4,3,6,6
burse,9,7,5,4,5,5
burst,9,7,5,4,6,6
burut,8,8,6,8,7,7
busby,11,10,9,8,8,8
bushi,8,4,6,6,4,4
bushy,11,11,8,7,8,8
busky,12,11,8,7,7,7
bussu,8,8,9,8,10,10
butch,10,10,8,6,7,7
butea,3,5,3,4,3,3
buteo,7,7,7,6,5,5
butic,9,9,8,6,7,7
butsu,8,5,7,5,5,5
butte,7,6,10,10,8,8
butty,11,10,9,8,8,8
butyl,8,8,5,8,7,7
butyn,7,7,8,6,7,7
butyr,6,5,7,4,6,6
buxom,10,11,10,9,7,7
buxus,12,11,10,10,10,10
buyer,10,8,14,10,12,12
buzzy,15,16,15,15,15,15
bylaw,9,7,7,5,7,7
bynin,7,11,6,9,8,8
byous,8,8,6,7,6,6
byron,9,6,7,6,7,7
bysen,9,7,6,5,7,7
byway,10,8,11,11,11,11
caama,2,12,2,9,4,4
cabal,8,8,8,6,7,7
caban,11,7,8,7,6,6
cabas,8,8,7,5,7,7
cabby,12,12,8,7,6,6
cabda,7,9,12,8,8,8
caber,10,9,8,7,12,12
cabin,7,7,6,5,7,7
cabio,8,7,7,6,6,6
cable,9,6,7,6,6,6
cabob,10,8,8,7,6,6
cabot,9,8,8,7,6,6
cacam,9,9,5,6,7,7
cacan,9,9,7,9,8,8
cacao,8,6,8,6,10,10
cache,8,8,7,9,7,7
cacti,6,7,8,7,6,6
cacur,5,5,6,7,7,7
caddo,7,8,10,8,7,7
caddy,9,10,9,10,9,9
cader,8,7,7,6,8,8
cadet,7,6,7,6,4,4
cadet,7,6,7,6,4,4
cadew,12,10,8,7,7,7
cadge,6,9,6,5,4,4
cadgy,9,9,10,9,5,5
cados,7,6,7,6,7,7
cadre,5,4,7,7,8,8
cadua,9,11,7,8,8,8
cadus,9,8,8,6,8,8
caeca,3,6,3,7,5,5
caffa,13,14,14,13,14,14
cafiz,12,12,9,8,8,8
caged,12,11,8,7,8,8
cager,11,10,10,9,7,7
cagey,9,9,10,9,7,7
caggy,13,10,11,10,10,10
cagit,6,7,7,6,7,7
cahiz,11,11,7,6,9,9
cahot,7,6,10,9,7,7
cahow,10,8,7,6,8,8
caird,6,5,5,6,7,7
cairn,5,4,6,5,6,6
cairo,4,4,4,5,7,7
caite,4,3,7,5,5,5
cajan,12,8,9,8,9,9
cajun,9,6,7,7,9,9
cajun,9,6,7,7,9,9
caker,12,11,11,10,10,10
cakey,10,8,11,10,8,8
calas,5,5,5,3,7,7
caleb,8,9,7,6,9,9
calid,6,6,5,4,4,4
calix,7,7,6,5,5,5
calla,4,11,4,7,9,9
calli,5,5,5,4,4,4
callo,6,8,6,6,7,7
calmy,8,6,5,4,6,6
calor,4,4,4,3,4,4
calve,7,7,6,5,4,4
calyx,9,10,7,7,5,5
caman,10,7,4,6,5,5
camel,10,6,5,4,7,7
cameo,8,8,7,6,4,4
campa,9,9,6,8,6,6
campe,9,8,10,8,6,6
campo,9,7,8,7,5,5
camus,10,7,8,7,7,7
canal,7,8,4,4,5,5
canch,9,8,6,5,7,7
candy,9,8,8,6,8,8
canel,8,5,3,2,6,6
caner,7,5,4,3,4,4
canid,8,7,7,6,6,6
canis,7,4,6,5,6,6
canna,5,9,5,9,4,4
canna,5,9,5,9,4,4
canny,9,9,7,7,6,6
canoe,6,5,8,7,5,5
canon,7,10,6,7,6,6
canso,5,4,6,5,4,4
canto,7,5,6,5,3,3
canty,7,7,5,4,6,6
canun,8,7,7,8,10,10
caoba,6,8,12,6,7,7
capax,9,9,8,6,8,8
caped,10,10,7,6,6,6
capel,9,7,6,5,4,4
caper,9,8,9,8,5,5
capes,7,7,8,7,7,7
capon,8,6,6,5,6,6
capot,8,7,9,8,6,6
cappy,11,9,10,10,10,10
capra,7,8,6,7,7,7
capri,7,5,6,6,7,7
capsa,8,5,6,8,6,6
carat,4,7,4,4,5,5
carbo,9,8,7,6,8,8
cardo,8,7,5,7,6,6
carer,3,7,2,5,6,6
caret,6,5,4,3,3,3
carex,7,6,5,4,4,4
carga,8,10,7,9,3,3
cargo,10,9,9,8,4,4
carib,7,7,5,6,6,6
carid,6,6,4,5,6,6
carlo,6,5,6,5,5,5
carls,6,5,4,3,6,6
caroa,5,9,5,6,6,6
carob,10,8,6,5,7,7
carol,7,6,4,3,5,5
carol,7,6,4,3,5,5
carom,9,7,5,4,3,3
carry,4,6,6,8,7,7
carry,4,6,6,8,7,7
carse,5,3,5,4,5,5
carte,5,3,4,5,4,4
carty,10,5,7,5,5,5
carua,6,9,6,7,8,8
carum,10,8,6,5,5,5
carve,7,4,6,6,7,7
carya,7,6,8,8,7,7
caryl,8,5,5,4,4,4
casal,7,7,7,6,7,7
casco,7,6,7,8,7,7
cased,7,7,4,4,7,7
casel,5,4,3,3,8,8
caser,5,4,5,3,9,9
casey,6,6,5,5,9,9
casha,7,6,5,5,6,6
casse,7,7,6,7,8,8
caste,7,3,6,4,8,8
catan,6,6,4,5,7,7
catch,9,12,9,9,11,11
cater,6,5,8,6,7,7
catha,5,8,4,6,6,6
cathy,9,7,6,5,5,5
catti,5,6,7,7,6,6
catty,9,8,9,8,5,5
catty,9,8,9,8,5,5
cauch,9,13,8,8,10,10
cauda,10,10,7,9,9,9
cauld,7,8,8,7,6,6
cauma,11,11,5,8,5,5
caupo,9,6,8,8,10,10
cause,8,6,7,6,9,9
cavae,5,8,9,5,10,10
caval,9,9,9,7,10,10
cavel,10,8,7,6,6,6
cavia,11,11,10,8,7,7
cavie,8,7,9,8,7,7
cavil,7,7,4,3,4,4
cavus,11,9,9,7,9,9
cawky,14,10,12,11,8,8
caxon,9,9,7,6,7,7
ccoya,8,10,8,6,6,6
cease,5,5,5,8,5,5
cebid,9,9,7,5,8,8
cebil,7,8,7,7,6,6
cebur,7,6,5,8,5,5
cebus,9,5,9,7,5,5
cecil,6,9,7,8,7,7
cedar,6,6,6,5,5,5
ceder,7,6,7,6,8,8
cedre,4,9,7,6,6,6
cedry,6,6,6,6,5,5
ceiba,6,4,7,7,7,7
ceibo,6,5,6,5,7,7
ceile,4,9,7,4,6,6
celia,6,4,7,5,6,6
cella,6,5,7,6,8,8
cello,6,6,6,6,6,6
cense,7,5,7,9,8,8
cento,7,6,6,5,5,5
ceorl,5,4,6,3,6,6
cequi,7,4,7,9,5,5
ceral,5,4,3,2,4,4
ceras,5,4,4,3,4,4
cerci,5,4,5,3,4,4
cered,8,8,7,4,5,5
cerer,4,9,3,5,9,9
ceria,4,3,5,4,4,4
ceric,6,5,5,4,7,7
cerin,5,4,4,2,5,5
certy,6,5,5,3,7,7
ceryl,6,6,4,5,6,6
cetic,6,6,8,6,6,6
cetid,7,5,7,5,6,6
cetin,5,4,6,6,7,7
cetus,6,9,6,4,4,4
cetyl,6,7,7,6,7,7
chack,11,12,9,8,6,6
chaco,9,6,8,11,7,7
chafe,10,10,7,7,5,5
chaff,13,14,12,14,13,13
chaft,9,9,8,7,7,7
chaga,6,10,5,8,3,3
chain,9,6,5,5,3,3
chair,5,5,4,5,3,3
chais,7,5,5,4,6,6
chait,6,7,5,5,5,5
chaja,8,13,8,10,7,7
chaka,7,10,6,7,4,4
chalk,8,7,6,6,7,7
chama,5,10,4,6,3,3
champ,8,9,10,10,3,3
chane,8,6,4,4,3,3
chang,9,9,5,5,3,3
chang,9,9,5,5,3,3
chank,9,9,6,7,4,4
chant,7,8,5,5,3,3
chaos,7,5,8,5,9,9
chape,9,9,6,6,4,4
chaps,6,6,7,8,5,5
chapt,7,9,7,6,6,6
chara,6,13,2,5,2,2
chard,8,10,8,7,4,4
chare,3,4,3,4,2,2
chark,9,11,9,9,7,7
charm,6,7,5,8,2,2
charr,3,6,3,4,9,9
chart,7,8,3,4,3,3
chary,8,9,5,5,5,5
chase,7,4,4,4,3,3
chasm,8,5,7,5,3,3
chati,5,5,4,5,4,4
chaui,9,6,5,7,5,5
chauk,9,10,8,7,9,9
chaus,8,8,6,6,7,7
chawk,8,11,13,9,8,8
chawl,5,8,6,3,9,9
chaya,5,11,7,9,6,6
chazy,12,13,14,13,12,12
cheap,7,6,5,5,5,5
cheat,6,5,4,4,4,4
check,11,10,9,9,6,6
cheek,8,10,7,9,6,6
cheep,9,7,6,8,7,7
cheer,6,9,4,7,5,5
cheet,6,7,5,7,5,5
cheir,5,5,4,3,3,3
cheka,10,8,7,6,7,7
cheke,9,9,6,9,6,6
